-0.0013039,0.001315,0
-0.00026232,0.00050922,0
0.0012575,0.00036412,0
0.0033868,0.00016733,0
0.0060851,-0.0001207,0
0.0093413,-0.00055453,0
0.013158,-0.0010894,0
0.017426,-0.0016358,0
0.021907,-0.0020873,0
0.026239,-0.0023361,0
0.029949,-0.0022914,0
0.032479,-0.0019002,0
0.033249,-0.0011273,0
0.031721,0.00016588,0
0.027255,0.0018556,0
0.01993,0.0034101,0
0.010685,0.0040351,0
0.0016548,0.0027983,0
-0.0028513,-0.00048905,0
-0.0036664,-0.0031018,0
-0.0036664,-0.0031018,0
-0.0033479,-0.0032605,0
-0.0036858,-0.0031611,0
-0.0029877,-0.00073957,0
0.00036656,0.0058929,0
0.0062911,0.019536,0
0.013035,0.042175,0
0.019218,0.073778,0
0.024355,0.11295,0
0.028343,0.15768,0
0.031215,0.20567,0
0.03308,0.2545,0
0.034086,0.30187,0
0.03432,0.34548,0
0.033518,0.38272,0
0.030479,0.41088,0
0.021532,0.42795,0
0.0012304,0.43064,0
-0.040791,0.36161,0
-0.22622,0.26602,0
0.77378,0.26602,0
0.59965,0.097466,0
0.49618,0.047839,0
0.45762,0.019547,0
0.44322,0.0042926,0
0.448,-0.003241,0
0.45842,-0.0059942,0
0.47309,-0.0076185,0
0.49061,-0.0089074,0
0.51056,-0.010132,0
0.53265,-0.011387,0
0.55673,-0.012731,0
0.58286,-0.01423,0
0.61129,-0.015993,0
0.64249,-0.01826,0
0.67746,-0.021656,0
0.71782,-0.027763,0
0.76496,-0.040584,0
0.83098,-0.065846,0
0.89978,-0.16879,0
-0.10022,-0.16879,0
0.049407,-0.10074,0
0.029921,-0.083241,0
0.01269,-0.050708,0
0.0034568,-0.047763,0
-0.00060548,-0.043475,0
-0.0018676,-0.043255,0
-0.0021279,-0.043367,0
-0.0018544,-0.04298,0
-0.0012811,-0.041663,0
-0.00056453,-0.039135,0
0.00017748,-0.035354,0
0.00084682,-0.030456,0
0.0013633,-0.02471,0
0.0016593,-0.018493,0
0.0016721,-0.012277,0
0.0013385,-0.0066227,0
0.00062666,-0.0022029,0
-0.00027035,0.00026177,0
-0.0013039,0.001315,0
