-9.6562,20.653,0,-17.363,11.461,0
-3.8968,20.733,0,-3.9567,-0.68386,0
-2.8986,4.9343,0,-1.2156,-4.3952,0
-0.00041554,9.3779,0,-0.054379,-5.5402,0
-1.241,4.8005,0,0.19881,-4.5493,0
-0.26292,4.3494,0,-0.06536,-4.8036,0
-0.24536,3.9262,0,0.015454,-4.8147,0
-0.27173,3.2787,0,0.042993,-4.6741,0
-0.20212,2.8111,0,0.00071895,-4.6576,0
-0.14194,2.5022,0,-0.022931,-4.7123,0
-0.1064,2.262,0,-0.022425,-4.7583,0
-0.076615,2.0748,0,-0.020304,-4.7897,0
-0.038102,1.9509,0,-0.025998,-4.8298,0
0.011092,1.9228,0,-0.03813,-4.893,0
0.071619,2.0025,0,-0.054942,-4.9858,0
0.14872,2.2208,0,-0.087226,-5.1143,0
0.25865,2.61,0,-0.1494,-5.3323,0
0.40757,3.2707,0,-0.22093,-5.7032,0
0.52635,4.2338,0,0.88506,-6.1993,0
-2.3858,5.3425,0,22.154,-2.1383,0
-5.3425,1.7295,0,42.138,2.1787,0
-1.5911,-1.1039,0,29.071,1.7247,0
-0.92562,-0.30319,0,35.345,-0.075528,0
-0.3777,-0.12101,0,29.208,1.2986,0
-0.44472,0.023326,0,30.172,0.35369,0
-0.46921,0.044532,0,27.793,0.93717,0
-0.62033,0.073541,0,26.377,0.87033,0
-0.7616,0.075244,0,24.323,1.068,0
-0.91751,0.077499,0,22.093,1.1901,0
-1.0687,0.074689,0,19.569,1.3286,0
-1.2133,0.069677,0,16.788,1.4545,0
-1.3451,0.061484,0,13.768,1.5666,0
-1.4575,0.049789,0,10.546,1.6556,0
-1.544,0.034401,0,7.1763,1.7019,0
-1.5997,-0.020757,0,3.7728,1.6928,0
-1.4657,-0.27361,0,0.4351,1.5187,0
-0.49409,-0.47692,0,-2.2736,0.96753,0
0.43602,-0.36766,0,-3.3946,0.038516,0
0.9788,-0.18259,0,-2.4117,-0.70727,0
1.1735,0.53594,0,-0.64667,-0.76346,0
0.805,1.1735,0,-0.18793,-0.64667,0
0.44448,2.0309,0,0.081149,-0.18761,0
0.28645,2.9159,0,-0.19185,-0.31892,0
-0.027783,3.1415,0,-0.16335,-0.94516,0
-0.36504,2.8168,0,0.25967,-0.96244,0
-0.94021,1.7194,0,0.56254,0.12749,0
-1.4598,-0.91792,0,0.38423,1.282,0
-1.66,-4.1067,0,0.12664,1.636,0
-1.7658,-7.5555,0,0.062047,1.8131,0
-1.8122,-11.176,0,0.030637,1.9256,0
-1.7946,-14.828,0,0.0066635,1.9637,0
-1.7359,-18.386,0,-0.0020308,1.9538,0
-1.6799,-21.777,0,0.0019626,1.9321,0
-1.6667,-25.055,0,0.0059969,1.9281,0
-1.6371,-28.368,0,-0.01037,1.9374,0
-1.3219,-31.622,0,-0.053487,1.8993,0
-0.59387,-33.82,0,-0.077155,1.7494,0
-2.1291,-33.922,0,-0.011896,1.589,0
-0.097054,-42.166,0,-0.048097,1.6864,0
-0.84904,-34.497,0,-0.77538,1.4039,0
-5.5032,-17.4,0,-1.4039,0.63146,0
-4.6685,-0.18814,0,-1.1232,-0.02369,0
-4.7528,0.037838,0,-1.3078,0.058671,0
-4.8216,0.010359,0,-1.3551,0.083024,0
-4.7933,-0.0073644,0,-1.6423,0.12394,0
-4.7942,-0.0060394,0,-1.8493,0.12292,0
-4.7708,-0.010687,0,-2.1333,0.1431,0
-4.7521,-0.0098048,0,-2.423,0.15349,0
-4.7332,-0.0092462,0,-2.7466,0.17097,0
-4.7165,-0.0079582,0,-3.1074,0.19201,0
-4.7024,-0.0046182,0,-3.514,0.22342,0
-4.7004,-0.0042084,0,-4.0039,0.25256,0
-4.684,0.015058,0,-4.5175,0.34184,0
-4.7662,-0.0019758,0,-5.3851,0.32969,0
-4.6715,0.092062,0,-5.8156,0.67008,0
-5.1343,0.061208,0,-8.0851,0.4588,0
-4.9247,0.41095,0,-7.6503,1.4979,0
-6.7623,0.72873,0,-14.033,1.5129,0
-7.8375,3.1451,0,-13.785,3.6497,0
-19.347,13.148,0,-28.539,9.4072,0
